0	42.0426	-73.5615
0	42.0203	-73.5479
0	42.0527	-73.5682
0	42.0365	-73.5576
0	42.0264	-73.5515
0	42.0588	-73.5725
0	42.0293	-73.5532
0	42.0326	-73.5552
0	42.0556	-73.5702
0	42.0232	-73.5496
0	42.0387	-73.559
0	42.0495	-73.566
0	42.0171	-73.5461
0	42.0459	-73.5636
0	42.0434	-73.562
0	42.0196	-73.5475
0	42.052	-73.5677
0	42.0362	-73.5574
0	42.0257	-73.5511
0	42.0581	-73.572
0	42.03	-73.5536
0	42.0318	-73.5547
0	42.0563	-73.5707
0	42.0239	-73.55
0	42.039	-73.5592
0	42.0502	-73.5665
0	42.0178	-73.5465
0	42.0452	-73.5632
0	42.0441	-73.5624
0	42.0189	-73.5471
0	42.0513	-73.5672
0	42.0369	-73.5579
